cluster_id,size,members
46436.0,2,"[46436, 85406]"
46450.0,2,"[46450, 87566]"
46472.0,2,"[46472, 46475]"
46477.0,2,"[46477, 54503]"
46568.0,2,"[46568, 46571]"
46855.0,2,"[46855, 46857]"
48815.0,2,"[48815, 48962]"
48829.0,2,"[48829, 77128]"
49017.0,2,"[49017, 49020]"
49051.0,2,"[49051, 49055]"
46898.0,2,"[46898, 46901]"
46945.0,2,"[46945, 92279]"
46980.0,2,"[46980, 46983]"
47021.0,2,"[47021, 82354]"
47079.0,2,"[47079, 99581]"
47127.0,2,"[47127, 99651]"
47164.0,2,"[47164, 47174]"
47197.0,2,"[47197, 77562]"
47228.0,2,"[47228, 47250]"
47375.0,2,"[47375, 47376]"
47424.0,2,"[47424, 88464]"
47470.0,2,"[47470, 47474]"
49391.0,2,"[49391, 97993]"
49475.0,2,"[49475, 95814]"
49501.0,2,"[49501, 49502]"
49541.0,2,"[49541, 49544]"
49707.0,2,"[49707, 49708]"
49728.0,2,"[49728, 85691]"
49860.0,2,"[49860, 64873]"
49887.0,2,"[49887, 50100]"
47922.0,2,"[47922, 47927]"
48020.0,2,"[48020, 82542]"
48264.0,2,"[48264, 78435]"
48450.0,2,"[48450, 48453]"
48482.0,2,"[48482, 90687]"
48483.0,2,"[48483, 96388]"
48760.0,2,"[48760, 48901]"
48800.0,2,"[48800, 90153]"
1303.0,2,"[1303, 73025]"
1353.0,2,"[1353, 95759]"
1362.0,2,"[1362, 87824]"
1375.0,2,"[1375, 66672]"
1381.0,2,"[1381, 77201]"
1419.0,2,"[1419, 77997]"
1420.0,2,"[1420, 89338]"
50798.0,2,"[50798, 78210]"
50839.0,2,"[50839, 50899]"
50863.0,2,"[50863, 78121]"
50950.0,2,"[50950, 79714]"
49139.0,2,"[49139, 49143]"
49198.0,2,"[49198, 90468]"
49276.0,2,"[49276, 49279]"
49286.0,2,"[49286, 49288]"
49309.0,2,"[49309, 49310]"
52194.0,2,"[52194, 75870]"
50001.0,2,"[50001, 77049]"
50066.0,2,"[50066, 50067]"
50136.0,2,"[50136, 50138]"
50181.0,2,"[50181, 81637]"
50313.0,2,"[50313, 98763]"
50366.0,2,"[50366, 96590]"
50395.0,2,"[50395, 93191]"
50396.0,2,"[50396, 50403]"
1852.0,2,"[1852, 79589]"
1870.0,2,"[1870, 50212]"
1898.0,2,"[1898, 50793]"
1911.0,2,"[1911, 77084]"
1955.0,2,"[1955, 62208]"
1246.0,2,"[1246, 26525]"
1262.0,2,"[1262, 81765]"
52880.0,2,"[52880, 98214]"
52891.0,2,"[52891, 52899]"
51080.0,2,"[51080, 51083]"
51134.0,2,"[51134, 63982]"
51198.0,2,"[51198, 85297]"
51236.0,2,"[51236, 51237]"
51380.0,2,"[51380, 51388]"
51387.0,2,"[51387, 92812]"
51392.0,2,"[51392, 92817]"
51552.0,2,"[51552, 78484]"
51595.0,2,"[51595, 92407]"
51671.0,2,"[51671, 51673]"
51743.0,2,"[51743, 80604]"
51827.0,2,"[51827, 99649]"
52069.0,2,"[52069, 52072]"
52155.0,2,"[52155, 52157]"
53891.0,2,"[53891, 85598]"
53921.0,2,"[53921, 53922]"
53947.0,2,"[53947, 53948]"
53997.0,2,"[53997, 53999]"
52248.0,2,"[52248, 79630]"
52302.0,2,"[52302, 86503]"
52308.0,2,"[52308, 52309]"
52383.0,2,"[52383, 53931]"
52434.0,2,"[52434, 56763]"
52450.0,2,"[52450, 52452]"
52475.0,2,"[52475, 52481]"
52491.0,2,"[52491, 86173]"
52639.0,2,"[52639, 92095]"
52688.0,2,"[52688, 52696]"
52828.0,2,"[52828, 78249]"
52862.0,2,"[52862, 52865]"
55149.0,2,"[55149, 55156]"
55207.0,2,"[55207, 55215]"
55235.0,2,"[55235, 55252]"
55301.0,2,"[55301, 89448]"
55342.0,2,"[55342, 57290]"
52930.0,2,"[52930, 80319]"
53109.0,2,"[53109, 53112]"
53169.0,2,"[53169, 53172]"
53314.0,2,"[53314, 53323]"
53403.0,2,"[53403, 82632]"
53418.0,2,"[53418, 93946]"
53596.0,2,"[53596, 96021]"
53649.0,2,"[53649, 53653]"
53817.0,2,"[53817, 53818]"
53838.0,2,"[53838, 53842]"
53888.0,2,"[53888, 85600]"
56417.0,2,"[56417, 56418]"
56483.0,2,"[56483, 92960]"
56504.0,2,"[56504, 56505]"
56534.0,2,"[56534, 56537]"
56592.0,2,"[56592, 56593]"
56674.0,2,"[56674, 56675]"
54072.0,2,"[54072, 77456]"
54120.0,2,"[54120, 78188]"
54149.0,2,"[54149, 54150]"
54247.0,2,"[54247, 98213]"
54403.0,2,"[54403, 77400]"
54532.0,2,"[54532, 82749]"
54716.0,2,"[54716, 92692]"
54778.0,2,"[54778, 91561]"
54805.0,2,"[54805, 99314]"
54894.0,2,"[54894, 87856]"
57457.0,2,"[57457, 97486]"
57572.0,2,"[57572, 57796]"
57619.0,2,"[57619, 57621]"
57629.0,2,"[57629, 76543]"
57843.0,2,"[57843, 63250]"
57904.0,2,"[57904, 81583]"
57935.0,2,"[57935, 57938]"
58233.0,2,"[58233, 58237]"
55369.0,2,"[55369, 55380]"
55396.0,2,"[55396, 55402]"
55506.0,2,"[55506, 55509]"
55847.0,2,"[55847, 95811]"
55966.0,2,"[55966, 91646]"
55984.0,2,"[55984, 76732]"
56073.0,2,"[56073, 83107]"
56129.0,2,"[56129, 83635]"
968.0,2,"[968, 972]"
969.0,2,"[969, 36589]"
59180.0,2,"[59180, 59181]"
59187.0,2,"[59187, 94204]"
59264.0,2,"[59264, 59265]"
59370.0,2,"[59370, 59372]"
59501.0,2,"[59501, 72132]"
59640.0,2,"[59640, 97333]"
56696.0,2,"[56696, 77085]"
56862.0,2,"[56862, 56864]"
56935.0,2,"[56935, 56938]"
56973.0,2,"[56973, 56990]"
57100.0,2,"[57100, 96243]"
57257.0,2,"[57257, 57310]"
57420.0,2,"[57420, 57423]"
57447.0,2,"[57447, 93300]"
58532.0,2,"[58532, 90414]"
58677.0,2,"[58677, 58678]"
58872.0,2,"[58872, 85740]"
58986.0,2,"[58986, 58988]"
59007.0,2,"[59007, 64477]"
59057.0,2,"[59057, 67261]"
1471.0,2,"[1471, 26522]"
1535.0,2,"[1535, 1545]"
1538.0,2,"[1538, 51742]"
769.0,2,"[769, 44555]"
794.0,2,"[794, 92160]"
822.0,2,"[822, 77587]"
823.0,2,"[823, 77586]"
900.0,2,"[900, 25381]"
929.0,2,"[929, 936]"
960.0,2,"[960, 85302]"
61578.0,2,"[61578, 61580]"
61666.0,2,"[61666, 94786]"
61760.0,2,"[61760, 64608]"
59757.0,2,"[59757, 79942]"
59776.0,2,"[59776, 59777]"
59875.0,2,"[59875, 82808]"
59890.0,2,"[59890, 82797]"
60016.0,2,"[60016, 60021]"
60080.0,2,"[60080, 92404]"
60146.0,2,"[60146, 91805]"
60403.0,2,"[60403, 77450]"
60476.0,2,"[60476, 68062]"
60551.0,2,"[60551, 60602]"
60690.0,2,"[60690, 60692]"
60735.0,2,"[60735, 71477]"
58314.0,2,"[58314, 95025]"
62659.0,2,"[62659, 78256]"
62854.0,2,"[62854, 62855]"
63260.0,2,"[63260, 63261]"
63280.0,2,"[63280, 63281]"
60737.0,2,"[60737, 77655]"
60781.0,2,"[60781, 60786]"
60792.0,2,"[60792, 77695]"
60825.0,2,"[60825, 60827]"
61016.0,2,"[61016, 61021]"
61073.0,2,"[61073, 61096]"
61151.0,2,"[61151, 92138]"
61179.0,2,"[61179, 77417]"
61181.0,2,"[61181, 77418]"
61277.0,2,"[61277, 61279]"
61358.0,2,"[61358, 61359]"
61416.0,2,"[61416, 61418]"
63997.0,2,"[63997, 92956]"
64083.0,2,"[64083, 66792]"
64317.0,2,"[64317, 64321]"
64400.0,2,"[64400, 64401]"
64442.0,2,"[64442, 64444]"
64524.0,2,"[64524, 92923]"
64559.0,2,"[64559, 88189]"
64594.0,2,"[64594, 89482]"
64640.0,2,"[64640, 64679]"
61912.0,2,"[61912, 82804]"
62110.0,2,"[62110, 62111]"
62189.0,2,"[62189, 62190]"
62294.0,2,"[62294, 62299]"
62390.0,2,"[62390, 62392]"
62437.0,2,"[62437, 62438]"
62443.0,2,"[62443, 62444]"
65017.0,2,"[65017, 65022]"
65111.0,2,"[65111, 80680]"
65115.0,2,"[65115, 78411]"
65243.0,2,"[65243, 65244]"
65358.0,2,"[65358, 67522]"
65369.0,2,"[65369, 65376]"
65398.0,2,"[65398, 65400]"
65402.0,2,"[65402, 65403]"
65651.0,2,"[65651, 84369]"
65698.0,2,"[65698, 95694]"
63387.0,2,"[63387, 63389]"
63524.0,2,"[63524, 91886]"
63611.0,2,"[63611, 63614]"
63887.0,2,"[63887, 63891]"
63892.0,2,"[63892, 81608]"
63975.0,2,"[63975, 66755]"
550.0,2,"[550, 34107]"
603.0,2,"[603, 27017]"
609.0,2,"[609, 610]"
629.0,2,"[629, 13113]"
654.0,2,"[654, 99140]"
655.0,2,"[655, 18385]"
66045.0,2,"[66045, 66046]"
66057.0,2,"[66057, 66061]"
66450.0,2,"[66450, 79574]"
66547.0,2,"[66547, 85612]"
67085.0,2,"[67085, 85739]"
64668.0,2,"[64668, 64670]"
64676.0,2,"[64676, 64677]"
64694.0,2,"[64694, 64701]"
64710.0,2,"[64710, 97009]"
64785.0,2,"[64785, 64786]"
65752.0,2,"[65752, 65855]"
65801.0,2,"[65801, 77395]"
65840.0,2,"[65840, 77393]"
65869.0,2,"[65869, 65872]"
65958.0,2,"[65958, 77211]"
65976.0,2,"[65976, 65977]"
1004.0,2,"[1004, 1006]"
1021.0,2,"[1021, 26536]"
1067.0,2,"[1067, 77347]"
1097.0,2,"[1097, 77539]"
1233.0,2,"[1233, 1236]"
1241.0,2,"[1241, 1242]"
471.0,2,"[471, 26461]"
515.0,2,"[515, 516]"
524.0,2,"[524, 84943]"
536.0,2,"[536, 77544]"
71162.0,2,"[71162, 92115]"
67269.0,2,"[67269, 67280]"
67458.0,2,"[67458, 73779]"
67506.0,2,"[67506, 67512]"
67762.0,2,"[67762, 70187]"
67906.0,2,"[67906, 78232]"
67951.0,2,"[67951, 77008]"
67954.0,2,"[67954, 67967]"
67959.0,2,"[67959, 91979]"
67961.0,2,"[67961, 91976]"
68411.0,2,"[68411, 77738]"
68417.0,2,"[68417, 68418]"
68617.0,2,"[68617, 68618]"
68653.0,2,"[68653, 85472]"
65699.0,2,"[65699, 95670]"
65711.0,2,"[65711, 65721]"
72622.0,2,"[72622, 72624]"
72657.0,2,"[72657, 77079]"
68856.0,2,"[68856, 68858]"
68908.0,2,"[68908, 68915]"
69343.0,2,"[69343, 69361]"
69776.0,2,"[69776, 69779]"
70145.0,2,"[70145, 83803]"
70227.0,2,"[70227, 70232]"
70237.0,2,"[70237, 70265]"
70241.0,2,"[70241, 87226]"
70287.0,2,"[70287, 70289]"
70800.0,2,"[70800, 84596]"
70820.0,2,"[70820, 70823]"
70924.0,2,"[70924, 70925]"
70999.0,2,"[70999, 84078]"
71045.0,2,"[71045, 71047]"
74950.0,2,"[74950, 74973]"
75029.0,2,"[75029, 75033]"
71416.0,2,"[71416, 87244]"
71683.0,2,"[71683, 77291]"
71687.0,2,"[71687, 71691]"
71805.0,2,"[71805, 71806]"
71864.0,2,"[71864, 82606]"
71870.0,2,"[71870, 82605]"
71871.0,2,"[71871, 82604]"
71964.0,2,"[71964, 79780]"
71984.0,2,"[71984, 71989]"
72141.0,2,"[72141, 90668]"
72228.0,2,"[72228, 77014]"
72395.0,2,"[72395, 72401]"
72477.0,2,"[72477, 72478]"
72492.0,2,"[72492, 72506]"
76040.0,2,"[76040, 76042]"
76373.0,2,"[76373, 76374]"
76382.0,2,"[76382, 76384]"
76404.0,2,"[76404, 76407]"
72779.0,2,"[72779, 72783]"
72911.0,2,"[72911, 72918]"
73167.0,2,"[73167, 78541]"
73413.0,2,"[73413, 73417]"
73419.0,2,"[73419, 73420]"
73769.0,2,"[73769, 73770]"
73794.0,2,"[73794, 99248]"
74087.0,2,"[74087, 98782]"
74257.0,2,"[74257, 74260]"
74463.0,2,"[74463, 74467]"
74537.0,2,"[74537, 82448]"
74635.0,2,"[74635, 74644]"
76764.0,2,"[76764, 76764]"
76765.0,2,"[76765, 76765]"
76766.0,2,"[76766, 76766]"
76767.0,2,"[76767, 76767]"
75071.0,2,"[75071, 75074]"
75084.0,2,"[75084, 80044]"
75222.0,2,"[75222, 75228]"
75250.0,2,"[75250, 98222]"
75367.0,2,"[75367, 75368]"
75377.0,2,"[75377, 75379]"
75402.0,2,"[75402, 82766]"
75639.0,2,"[75639, 80807]"
75824.0,2,"[75824, 88172]"
75837.0,2,"[75837, 80787]"
75927.0,2,"[75927, 75933]"
76032.0,2,"[76032, 76037]"
76787.0,2,"[76787, 76787]"
76788.0,2,"[76788, 76788]"
76789.0,2,"[76789, 76789]"
76790.0,2,"[76790, 76790]"
76791.0,2,"[76791, 76791]"
76554.0,2,"[76554, 76555]"
76569.0,2,"[76569, 76570]"
76581.0,2,"[76581, 88501]"
76662.0,2,"[76662, 99452]"
76701.0,2,"[76701, 77756]"
76757.0,2,"[76757, 76757]"
76758.0,2,"[76758, 76758]"
76759.0,2,"[76759, 76759]"
76760.0,2,"[76760, 76760]"
76761.0,2,"[76761, 76761]"
76762.0,2,"[76762, 76762]"
76808.0,2,"[76808, 76808]"
76809.0,2,"[76809, 76809]"
76810.0,2,"[76810, 76810]"
76811.0,2,"[76811, 76811]"
76812.0,2,"[76812, 76812]"
76813.0,2,"[76813, 76813]"
76769.0,2,"[76769, 76769]"
76770.0,2,"[76770, 76770]"
76772.0,2,"[76772, 76772]"
76773.0,2,"[76773, 76773]"
76774.0,2,"[76774, 76774]"
76777.0,2,"[76777, 76777]"
76779.0,2,"[76779, 76779]"
76783.0,2,"[76783, 76783]"
76784.0,2,"[76784, 76784]"
76785.0,2,"[76785, 76785]"
76832.0,2,"[76832, 76832]"
76833.0,2,"[76833, 76833]"
76834.0,2,"[76834, 76834]"
76838.0,2,"[76838, 76838]"
76840.0,2,"[76840, 76840]"
76841.0,2,"[76841, 76841]"
76793.0,2,"[76793, 76793]"
76794.0,2,"[76794, 76794]"
76797.0,2,"[76797, 76797]"
76800.0,2,"[76800, 76800]"
76801.0,2,"[76801, 76801]"
76802.0,2,"[76802, 76802]"
76803.0,2,"[76803, 76803]"
76804.0,2,"[76804, 76804]"
76805.0,2,"[76805, 76805]"
76806.0,2,"[76806, 76806]"
76861.0,2,"[76861, 76861]"
76863.0,2,"[76863, 76863]"
76865.0,2,"[76865, 76865]"
76867.0,2,"[76867, 76867]"
76869.0,2,"[76869, 76869]"
76870.0,2,"[76870, 76870]"
76814.0,2,"[76814, 76814]"
76815.0,2,"[76815, 76815]"
76818.0,2,"[76818, 76818]"
76819.0,2,"[76819, 76819]"
76820.0,2,"[76820, 76820]"
76821.0,2,"[76821, 76821]"
76822.0,2,"[76822, 76822]"
76823.0,2,"[76823, 76823]"
76825.0,2,"[76825, 76825]"
76830.0,2,"[76830, 76830]"
76886.0,2,"[76886, 76886]"
76887.0,2,"[76887, 76887]"
76888.0,2,"[76888, 76888]"
76889.0,2,"[76889, 76889]"
76890.0,2,"[76890, 76890]"
76891.0,2,"[76891, 76891]"
76844.0,2,"[76844, 76844]"
76846.0,2,"[76846, 76846]"
76848.0,2,"[76848, 76848]"
76850.0,2,"[76850, 76850]"
76851.0,2,"[76851, 76851]"
76853.0,2,"[76853, 76853]"
76854.0,2,"[76854, 76854]"
76855.0,2,"[76855, 76855]"
76856.0,2,"[76856, 76856]"
76857.0,2,"[76857, 76857]"
76911.0,2,"[76911, 76911]"
76912.0,2,"[76912, 76912]"
76913.0,2,"[76913, 76913]"
76914.0,2,"[76914, 76914]"
76915.0,2,"[76915, 76915]"
76916.0,2,"[76916, 76916]"
76872.0,2,"[76872, 76872]"
76875.0,2,"[76875, 76875]"
76876.0,2,"[76876, 76876]"
76878.0,2,"[76878, 76878]"
76879.0,2,"[76879, 76879]"
76880.0,2,"[76880, 76880]"
76882.0,2,"[76882, 76882]"
76883.0,2,"[76883, 76883]"
76884.0,2,"[76884, 76884]"
76885.0,2,"[76885, 76885]"
77133.0,2,"[77133, 92022]"
77172.0,2,"[77172, 96430]"
77331.0,2,"[77331, 98803]"
77359.0,2,"[77359, 92755]"
77434.0,2,"[77434, 93204]"
77578.0,2,"[77578, 77579]"
76892.0,2,"[76892, 76892]"
76895.0,2,"[76895, 76895]"
76897.0,2,"[76897, 76897]"
76898.0,2,"[76898, 76898]"
76899.0,2,"[76899, 76899]"
76900.0,2,"[76900, 76900]"
76904.0,2,"[76904, 76904]"
76906.0,2,"[76906, 76906]"
76907.0,2,"[76907, 76907]"
76908.0,2,"[76908, 76908]"
78461.0,2,"[78461, 85035]"
79136.0,2,"[79136, 79139]"
79155.0,2,"[79155, 79156]"
79418.0,2,"[79418, 91563]"
79424.0,2,"[79424, 98240]"
79550.0,2,"[79550, 95780]"
76917.0,2,"[76917, 76917]"
76918.0,2,"[76918, 76918]"
76937.0,2,"[76937, 87981]"
76952.0,2,"[76952, 87980]"
76969.0,2,"[76969, 87973]"
76980.0,2,"[76980, 87979]"
76981.0,2,"[76981, 87976]"
76984.0,2,"[76984, 87977]"
77015.0,2,"[77015, 77413]"
77052.0,2,"[77052, 93340]"
80085.0,2,"[80085, 80096]"
80313.0,2,"[80313, 80315]"
80372.0,2,"[80372, 81727]"
80381.0,2,"[80381, 99935]"
80448.0,2,"[80448, 80449]"
80674.0,2,"[80674, 89567]"
80953.0,2,"[80953, 80957]"
81096.0,2,"[81096, 81103]"
77679.0,2,"[77679, 92005]"
77833.0,2,"[77833, 77851]"
77944.0,2,"[77944, 81629]"
77969.0,2,"[77969, 77972]"
78167.0,2,"[78167, 87962]"
78292.0,2,"[78292, 78294]"
78380.0,2,"[78380, 78382]"
78403.0,2,"[78403, 78404]"
81679.0,2,"[81679, 81680]"
81701.0,2,"[81701, 81702]"
81725.0,2,"[81725, 81729]"
81923.0,2,"[81923, 81924]"
81948.0,2,"[81948, 81952]"
82161.0,2,"[82161, 98484]"
82184.0,2,"[82184, 82185]"
82345.0,2,"[82345, 82350]"
82382.0,2,"[82382, 82395]"
79626.0,2,"[79626, 91416]"
79652.0,2,"[79652, 87347]"
79678.0,2,"[79678, 84838]"
79727.0,2,"[79727, 79728]"
79815.0,2,"[79815, 79818]"
79961.0,2,"[79961, 79965]"
80079.0,2,"[80079, 80080]"
83650.0,2,"[83650, 83653]"
83819.0,2,"[83819, 83826]"
83840.0,2,"[83840, 83842]"
83938.0,2,"[83938, 83940]"
83979.0,2,"[83979, 83981]"
84165.0,2,"[84165, 84180]"
84225.0,2,"[84225, 84227]"
84258.0,2,"[84258, 84272]"
84377.0,2,"[84377, 84394]"
81135.0,2,"[81135, 97953]"
81406.0,2,"[81406, 81447]"
81437.0,2,"[81437, 81458]"
81522.0,2,"[81522, 81537]"
81539.0,2,"[81539, 86039]"
81553.0,2,"[81553, 81559]"
81581.0,2,"[81581, 81593]"
84972.0,2,"[84972, 84973]"
85073.0,2,"[85073, 85095]"
85241.0,2,"[85241, 85291]"
85268.0,2,"[85268, 85293]"
85866.0,2,"[85866, 85887]"
85908.0,2,"[85908, 89896]"
85917.0,2,"[85917, 85917]"
85918.0,2,"[85918, 85918]"
85920.0,2,"[85920, 85920]"
85921.0,2,"[85921, 85921]"
82488.0,2,"[82488, 82500]"
82564.0,2,"[82564, 82580]"
82673.0,2,"[82673, 82675]"
83298.0,2,"[83298, 83307]"
83376.0,2,"[83376, 83377]"
83615.0,2,"[83615, 83617]"
309.0,2,"[309, 27455]"
337.0,2,"[337, 14506]"
348.0,2,"[348, 50844]"
353.0,2,"[353, 78120]"
365.0,2,"[365, 2326]"
372.0,2,"[372, 377]"
85937.0,2,"[85937, 85937]"
85939.0,2,"[85939, 85939]"
85940.0,2,"[85940, 85940]"
85941.0,2,"[85941, 85941]"
85943.0,2,"[85943, 85943]"
85945.0,2,"[85945, 85945]"
84847.0,2,"[84847, 87966]"
84852.0,2,"[84852, 87959]"
84935.0,2,"[84935, 95087]"
84968.0,2,"[84968, 84969]"
85923.0,2,"[85923, 85923]"
85924.0,2,"[85924, 85924]"
85925.0,2,"[85925, 85925]"
85926.0,2,"[85926, 85926]"
85927.0,2,"[85927, 85927]"
85931.0,2,"[85931, 85931]"
85932.0,2,"[85932, 85932]"
85934.0,2,"[85934, 85934]"
662.0,2,"[662, 81986]"
681.0,2,"[681, 29247]"
703.0,2,"[703, 97352]"
705.0,2,"[705, 93834]"
740.0,2,"[740, 35572]"
291.0,2,"[291, 94342]"
295.0,2,"[295, 94964]"
305.0,2,"[305, 20487]"
85946.0,2,"[85946, 85946]"
85947.0,2,"[85947, 85947]"
85948.0,2,"[85948, 85948]"
85949.0,2,"[85949, 85949]"
85950.0,2,"[85950, 85950]"
85951.0,2,"[85951, 85951]"
85954.0,2,"[85954, 85954]"
85955.0,2,"[85955, 85955]"
85956.0,2,"[85956, 85956]"
85957.0,2,"[85957, 85957]"
85958.0,2,"[85958, 85958]"
85962.0,2,"[85962, 85962]"
85964.0,2,"[85964, 85964]"
85965.0,2,"[85965, 85965]"
85966.0,2,"[85966, 85966]"
85967.0,2,"[85967, 85967]"
86023.0,2,"[86023, 86023]"
85976.0,2,"[85976, 85976]"
85979.0,2,"[85979, 85979]"
85980.0,2,"[85980, 85980]"
85981.0,2,"[85981, 85981]"
85982.0,2,"[85982, 85982]"
85983.0,2,"[85983, 85983]"
85986.0,2,"[85986, 85986]"
85989.0,2,"[85989, 85989]"
85990.0,2,"[85990, 85990]"
85991.0,2,"[85991, 85991]"
85992.0,2,"[85992, 85992]"
85993.0,2,"[85993, 85993]"
85996.0,2,"[85996, 85996]"
85998.0,2,"[85998, 85998]"
86002.0,2,"[86002, 86002]"
86611.0,2,"[86611, 86612]"
86004.0,2,"[86004, 86004]"
86006.0,2,"[86006, 86006]"
86007.0,2,"[86007, 86007]"
86008.0,2,"[86008, 86008]"
86009.0,2,"[86009, 86009]"
86010.0,2,"[86010, 86010]"
86012.0,2,"[86012, 86012]"
86013.0,2,"[86013, 86013]"
86015.0,2,"[86015, 86015]"
86016.0,2,"[86016, 86016]"
86018.0,2,"[86018, 86018]"
86019.0,2,"[86019, 86019]"
86020.0,2,"[86020, 86020]"
86021.0,2,"[86021, 86021]"
86022.0,2,"[86022, 86022]"
89131.0,2,"[89131, 95892]"
89516.0,2,"[89516, 89518]"
86025.0,2,"[86025, 86025]"
86026.0,2,"[86026, 86026]"
86027.0,2,"[86027, 86027]"
86028.0,2,"[86028, 86028]"
86032.0,2,"[86032, 86032]"
86033.0,2,"[86033, 86033]"
86034.0,2,"[86034, 86034]"
86035.0,2,"[86035, 86035]"
86037.0,2,"[86037, 86037]"
86156.0,2,"[86156, 96167]"
86199.0,2,"[86199, 86199]"
86203.0,2,"[86203, 86203]"
86251.0,2,"[86251, 86254]"
86389.0,2,"[86389, 93434]"
91028.0,2,"[91028, 91037]"
91082.0,2,"[91082, 91083]"
91244.0,2,"[91244, 91256]"
91328.0,2,"[91328, 91329]"
91471.0,2,"[91471, 91472]"
91483.0,2,"[91483, 91484]"
87065.0,2,"[87065, 87066]"
87149.0,2,"[87149, 87176]"
87156.0,2,"[87156, 87164]"
87438.0,2,"[87438, 87444]"
87510.0,2,"[87510, 87512]"
87602.0,2,"[87602, 87635]"
87712.0,2,"[87712, 87723]"
87730.0,2,"[87730, 87731]"
88073.0,2,"[88073, 88074]"
88157.0,2,"[88157, 88167]"
92969.0,2,"[92969, 92971]"
93100.0,2,"[93100, 93103]"
93125.0,2,"[93125, 93126]"
93273.0,2,"[93273, 93283]"
93275.0,2,"[93275, 93285]"
94337.0,2,"[94337, 94417]"
94593.0,2,"[94593, 94602]"
89723.0,2,"[89723, 89725]"
89763.0,2,"[89763, 89766]"
89969.0,2,"[89969, 89970]"
90005.0,2,"[90005, 90008]"
90076.0,2,"[90076, 99322]"
90176.0,2,"[90176, 90183]"
90311.0,2,"[90311, 90312]"
90493.0,2,"[90493, 90495]"
90821.0,2,"[90821, 90822]"
109.0,2,"[109, 117]"
137.0,2,"[137, 20222]"
142.0,2,"[142, 144]"
96281.0,2,"[96281, 96376]"
96293.0,2,"[96293, 96294]"
96325.0,2,"[96325, 96328]"
96519.0,2,"[96519, 96523]"
96605.0,2,"[96605, 96610]"
96630.0,2,"[96630, 96632]"
91670.0,2,"[91670, 91671]"
91796.0,2,"[91796, 91797]"
92232.0,2,"[92232, 92233]"
92417.0,2,"[92417, 92421]"
92749.0,2,"[92749, 92752]"
92863.0,2,"[92863, 92864]"
92936.0,2,"[92936, 92939]"
251.0,2,"[251, 252]"
98645.0,2,"[98645, 98646]"
98664.0,2,"[98664, 98667]"
98670.0,2,"[98670, 98672]"
98695.0,2,"[98695, 98700]"
98740.0,2,"[98740, 98741]"
98894.0,2,"[98894, 98895]"
99071.0,2,"[99071, 99072]"
98463.0,2,"[98463, 98464]"
99144.0,2,"[99144, 99159]"
98160.0,2,"[98160, 98161]"
98362.0,2,"[98362, 98364]"
98375.0,2,"[98375, 98378]"
98441.0,2,"[98441, 98444]"
94596.0,2,"[94596, 94644]"
94891.0,2,"[94891, 94898]"
99654.0,2,"[99654, 99655]"
99738.0,2,"[99738, 99751]"
99767.0,2,"[99767, 99770]"
99932.0,2,"[99932, 99934]"
59.0,2,"[59, 77354]"
96694.0,2,"[96694, 96701]"
96856.0,2,"[96856, 96859]"
96909.0,2,"[96909, 96912]"
96931.0,2,"[96931, 96941]"
97046.0,2,"[97046, 97047]"
97393.0,2,"[97393, 97394]"
97524.0,2,"[97524, 97666]"
97779.0,2,"[97779, 97780]"
97868.0,2,"[97868, 97870]"
97995.0,2,"[97995, 97999]"
242.0,2,"[242, 92152]"
